step,train_loss,train_acc1,lr
50,2.306128029823303,11.1875,0.0001
100,2.2904416370391845,12.7890625,0.0001
150,2.279350248972575,13.958333333333334,0.0001
200,2.2688206839561462,14.94921875,0.0001
250,2.2587222709655763,15.703125,0.0001
300,2.24692463795344,16.473958333333332,0.0001
350,2.236173894745963,16.904017857142858,0.0001
401,2.9145191717147827,17.375,0.02008
451,2.429822770357132,21.3671875,0.02008
501,2.229299608866374,23.734375,0.02008
551,2.109785863161087,25.91015625,0.02008
601,2.0196154923439025,28.103125,0.02008
651,1.9485902349154154,30.028645833333332,0.02008
701,1.8920394120897566,31.805803571428573,0.02008
752,1.6133511781692504,39.84375,0.04006
802,1.5701132130622864,41.3203125,0.04006
852,1.534793078104655,42.786458333333336,0.04006
902,1.494068636894226,44.35546875,0.04006
952,1.4649490389823914,45.678125,0.04006
1002,1.4367921849091847,46.924479166666664,0.04006
1052,1.4031890770367215,48.15625,0.04006
1103,1.2581147408485414,53.8125,0.060039999999999996
1153,1.225769003033638,55.3125,0.060039999999999996
1203,1.1957289016246795,56.520833333333336,0.060039999999999996
1253,1.1797895315289497,57.1796875,0.060039999999999996
1303,1.1630438594818115,57.80625,0.060039999999999996
1353,1.1467965747912725,58.479166666666664,0.060039999999999996
1403,1.126062253202711,59.200892857142854,0.060039999999999996
1454,1.0339006853103638,62.921875,0.08002
1504,1.0458070081472397,62.265625,0.08002
1554,1.023147618373235,63.067708333333336,0.08002
1604,1.0097713270783424,63.484375,0.08002
1654,0.9918854787349701,64.221875,0.08002
1704,0.9831513657172521,64.625,0.08002
1754,0.9741163805552892,64.94196428571429,0.08002
1805,0.9021247994899749,67.5625,0.1
1855,0.8994816184043884,67.3671875,0.1
1905,0.8919266593456269,67.85416666666667,0.1
1955,0.8903557872772216,68.14453125,0.1
2005,0.8868665783405304,68.396875,0.1
2055,0.8813897532224655,68.6171875,0.1
2105,0.8707824182510376,68.97544642857143,0.1
2156,0.8094585943222046,71.828125,0.1
2206,0.7748580437898636,72.6875,0.1
2256,0.7745028654734294,72.66666666666667,0.1
2306,0.7670507562160492,72.8828125,0.1
2356,0.7559977717399597,73.375,0.1
2406,0.7497260014216105,73.51822916666667,0.1
2456,0.7445881887844631,73.72544642857143,0.1
2507,0.6499352806806564,77.28125,0.1
2557,0.6540872475504875,77.1015625,0.1
2607,0.6539424866437912,77.06770833333333,0.1
2657,0.6550871589779854,77.1484375,0.1
2707,0.6609887874126434,77.090625,0.1
2757,0.6574638414382935,77.1953125,0.1
2807,0.6535557384150369,77.25,0.1
2858,0.5986930286884308,78.859375,0.1
2908,0.6136774629354477,78.546875,0.1
2958,0.6144577954212824,78.56770833333333,0.1
3008,0.6049879388511181,78.90234375,0.1
3058,0.5952915152311326,79.240625,0.1
3108,0.5919273642698923,79.34895833333333,0.1
3158,0.5901215485164097,79.43303571428571,0.1
3209,0.5308122009038925,81.515625,0.1
3259,0.5299687865376472,81.78125,0.1
3309,0.5308776072661082,81.74479166666667,0.1
3359,0.5375465333461762,81.5234375,0.1
3409,0.538372911810875,81.4,0.1
3459,0.5411265903711319,81.40625,0.1
3509,0.5395493223837444,81.43973214285714,0.1
3560,0.5057689434289933,82.09375,0.1
3610,0.49613083481788633,82.625,0.1
3660,0.4993725977341334,82.66145833333333,0.1
3710,0.5031048174202443,82.59375,0.1
3760,0.505406830906868,82.540625,0.1
3810,0.5054660218954087,82.63802083333333,0.1
3860,0.5035697243043354,82.75223214285714,0.1
3911,0.46694407880306243,84.0,0.1
3961,0.46300134778022767,83.9375,0.1
4011,0.46725543777147927,83.81770833333333,0.1
4061,0.46748364344239235,83.84375,0.1
4111,0.4674657961130142,83.8875,0.1
4161,0.4700292213757833,83.94270833333333,0.1
4211,0.470927894285747,83.93303571428571,0.1
4262,0.44959291160106657,84.234375,0.1
4312,0.45453112304210663,84.1953125,0.1
4362,0.453962105512619,84.19270833333333,0.1
4412,0.4559615463018417,84.22265625,0.1
4462,0.4540184828042984,84.39375,0.1
4512,0.44934713741143545,84.52083333333333,0.1
4562,0.4476071069070271,84.60044642857143,0.1
4613,0.3997605124115944,86.828125,0.1
4663,0.4160165195167065,86.0078125,0.1
4713,0.4196904584765434,85.65625,0.1
4763,0.420186278000474,85.5703125,0.1
4813,0.41597801035642623,85.709375,0.1
4863,0.41452824796239535,85.74739583333333,0.1
4913,0.4138911148054259,85.77008928571429,0.1
4964,0.3764003831148148,87.0625,0.1
5014,0.3841486439108849,86.875,0.1
5064,0.38739642391602197,86.859375,0.1
5114,0.3889113960415125,86.69140625,0.1
5164,0.3899307251572609,86.675,0.1
5214,0.39197637980182964,86.63020833333333,0.1
5264,0.39393190524407795,86.515625,0.1
5315,0.36606177300214765,87.390625,0.1
5365,0.37172373205423354,87.125,0.1
5415,0.3736731123924255,87.08854166666667,0.1
5465,0.3754819593578577,87.11328125,0.1
5515,0.37603683894872664,87.13125,0.1
5565,0.37868321950236955,87.0234375,0.1
5615,0.3784413360272135,87.09821428571429,0.1
5666,0.3515572127699852,87.890625,0.1
5716,0.35593719616532327,87.8203125,0.1
5766,0.3616089857618014,87.63541666666667,0.1
5816,0.3582431710511446,87.69921875,0.1
5866,0.35945674967765806,87.6625,0.1
5916,0.36141667331258454,87.65364583333333,0.1
5966,0.36580644624573844,87.46428571428571,0.1
6017,0.33261604368686676,88.359375,0.1
6067,0.3428132037818432,88.1953125,0.1
6117,0.34689760833978656,88.06770833333333,0.1
6167,0.34845416970551013,87.93359375,0.1
6217,0.3505994654297829,87.928125,0.1
6267,0.35008986632029215,87.97135416666667,0.1
6317,0.35303096332720346,87.93526785714286,0.1
6368,0.3371777957677841,88.1875,0.1
6418,0.3376673094928265,88.2265625,0.1
6468,0.3436320846279462,88.13020833333333,0.1
6518,0.345775323137641,88.0390625,0.1
6568,0.34505800473690035,88.065625,0.1
6618,0.34119644860426585,88.15885416666667,0.1
6668,0.3389814469218254,88.24553571428571,0.1
6719,0.3186288958787918,88.96875,0.1
6769,0.31672580271959305,89.1484375,0.1
6819,0.3224464774131775,88.86979166666667,0.1
6869,0.3259449277073145,88.73828125,0.1
6919,0.3258264049291611,88.765625,0.1
6969,0.3254562970995903,88.78385416666667,0.1
7019,0.32479076862335204,88.765625,0.1
7070,0.28622320204973223,90.28125,0.1
7120,0.28855116441845896,90.0546875,0.1
7170,0.2929264493783315,89.83854166666667,0.1
7220,0.29937731616199015,89.65234375,0.1
7270,0.2967147508263588,89.7125,0.1
7320,0.3027651393910249,89.46614583333333,0.1
7370,0.3050884815624782,89.38616071428571,0.1
7421,0.28684310615062714,90.34375,0.1
7471,0.2932364547252655,90.0625,0.1
7521,0.3044368707140287,89.66145833333333,0.1
7571,0.3060896249860525,89.62109375,0.1
7621,0.3086539985537529,89.528125,0.1
7671,0.30663354963064193,89.52604166666667,0.1
7721,0.30744783678225107,89.51116071428571,0.1
7772,0.25494187980890276,91.046875,0.1
7822,0.2763070079684258,90.4609375,0.1
7872,0.27984896252552666,90.22916666666667,0.1
7922,0.2794184704869986,90.30078125,0.1
7972,0.28413315206766127,90.109375,0.1
8022,0.2853614297509193,90.125,0.1
8072,0.2848967098764011,90.16517857142857,0.1
8123,0.2668093138933182,90.734375,0.1
8173,0.27486649841070177,90.5625,0.1
8223,0.27090474059184394,90.65625,0.1
8273,0.270884653031826,90.6640625,0.1
8323,0.27456432074308396,90.60625,0.1
8373,0.2797361966470877,90.40104166666667,0.1
8423,0.2793961237158094,90.35491071428571,0.1
8474,0.24447507590055464,91.5625,0.1
8524,0.25808869034051896,91.203125,0.1
8574,0.26873156666755676,90.72395833333333,0.1
8624,0.2665157249569893,90.78515625,0.1
8674,0.27306546676158905,90.590625,0.1
8724,0.2758818446596463,90.4453125,0.1
8774,0.2762380730680057,90.46875,0.1
8825,0.25344283521175387,91.0625,0.1
8875,0.25678783282637596,91.171875,0.1
8925,0.25732774247725804,91.203125,0.1
8975,0.25975441724061965,91.046875,0.1
9025,0.26449393248558045,90.884375,0.1
9075,0.2657716662685076,90.828125,0.1
9125,0.2654384672003133,90.89508928571429,0.1
9176,0.21935977384448052,92.328125,0.1
9226,0.24060091949999332,91.6171875,0.1
9276,0.2499339186648528,91.40625,0.1
9326,0.2520231619477272,91.2890625,0.1
9376,0.25227450972795484,91.2375,0.1
9426,0.25636274645725887,91.17708333333333,0.1
9476,0.2582015221459525,91.11830357142857,0.1
9527,0.22147272512316704,92.234375,0.1
9577,0.23080114535987378,91.796875,0.1
9627,0.2306042095522086,91.88020833333333,0.1
9677,0.23611384984105827,91.76953125,0.1
9727,0.23744192746281623,91.7625,0.1
9777,0.24282228596508504,91.58072916666667,0.1
9827,0.2446292310314519,91.52455357142857,0.1
9878,0.20690745294094084,93.03125,0.1
9928,0.22451466664671899,92.234375,0.1
9978,0.2337624415755272,91.95833333333333,0.1
10028,0.23701518043875694,91.87890625,0.1
10078,0.2430494967699051,91.696875,0.1
10128,0.24346141343315442,91.63802083333333,0.1
