epoch,layer,grad_norm
1,stem.0,0.5020931959152222
1,blocks.0.conv1,0.3228036165237427
1,blocks.0.conv2,0.255607008934021
1,blocks.0.gate_conv,0.004978240933269262
1,blocks.1.conv1,0.22043758630752563
1,blocks.1.conv2,0.18286845088005066
1,blocks.1.gate_conv,0.005315880291163921
1,blocks.2.conv1,0.17427386343479156
1,blocks.2.conv2,0.15459781885147095
1,blocks.2.gate_conv,0.005638284608721733
1,blocks.3.conv1,0.14298076927661896
1,blocks.3.conv2,0.12621930241584778
1,blocks.3.gate_conv,0.005151308141648769
1,blocks.4.conv1,0.1296439915895462
1,blocks.4.conv2,0.11439844220876694
1,blocks.4.gate_conv,0.006695817224681377
1,blocks.5.conv1,0.11625826358795166
1,blocks.5.conv2,0.1133706346154213
1,blocks.5.gate_conv,0.006188682746142149
1,blocks.6.conv1,0.10775724053382874
1,blocks.6.conv2,0.10149100422859192
1,blocks.6.gate_conv,0.005706280469894409
1,blocks.7.conv1,0.0973144918680191
1,blocks.7.conv2,0.09730812162160873
1,blocks.7.gate_conv,0.006721119862049818
1,blocks.8.conv1,0.09793317317962646
1,blocks.8.conv2,0.09273602813482285
1,blocks.8.gate_conv,0.005299567710608244
1,blocks.9.conv1,0.07844055444002151
1,blocks.9.conv2,0.07714878022670746
1,blocks.9.gate_conv,0.005762195680290461
1,blocks.10.conv1,0.06893453747034073
1,blocks.10.conv2,0.07048942893743515
1,blocks.10.gate_conv,0.0054214345291256905
1,blocks.11.conv1,0.07389304786920547
1,blocks.11.conv2,0.06428918987512589
1,blocks.11.gate_conv,0.0048752338625490665
1,blocks.12.conv1,0.07131484150886536
1,blocks.12.conv2,0.0652126595377922
1,blocks.12.gate_conv,0.004484185483306646
1,blocks.13.conv1,0.06669361889362335
1,blocks.13.conv2,0.060539018362760544
1,blocks.13.gate_conv,0.00590256042778492
1,blocks.14.conv1,0.061117157340049744
1,blocks.14.conv2,0.0671604573726654
1,blocks.14.gate_conv,0.004976535215973854
1,blocks.15.conv1,0.060703106224536896
1,blocks.15.conv2,0.057255521416664124
1,blocks.15.gate_conv,0.005251265596598387
1,blocks.16.conv1,0.05720660462975502
1,blocks.16.conv2,0.05742105469107628
1,blocks.16.gate_conv,0.005366153083741665
1,blocks.17.conv1,0.05636904761195183
1,blocks.17.conv2,0.056169282644987106
1,blocks.17.gate_conv,0.005046057980507612
1,blocks.18.conv1,0.05527372658252716
1,blocks.18.conv2,0.05205530300736427
1,blocks.18.gate_conv,0.004785983823239803
1,blocks.19.conv1,0.05386820808053017
1,blocks.19.conv2,0.049322664737701416
1,blocks.19.gate_conv,0.005697345826774836
1,blocks.20.conv1,0.05615580081939697
1,blocks.20.conv2,0.050222914665937424
1,blocks.20.gate_conv,0.0054108561016619205
1,blocks.21.conv1,0.048530224710702896
1,blocks.21.conv2,0.05119115859270096
1,blocks.21.gate_conv,0.007182116154581308
1,blocks.22.conv1,0.04403272643685341
1,blocks.22.conv2,0.047605957835912704
1,blocks.22.gate_conv,0.005547139327973127
1,blocks.23.conv1,0.04510578140616417
1,blocks.23.conv2,0.051521819084882736
1,blocks.23.gate_conv,0.0051199388690292835
1,blocks.24.conv1,0.04423077777028084
1,blocks.24.conv2,0.04465494304895401
1,blocks.24.gate_conv,0.006161450874060392
1,blocks.25.conv1,0.0459783710539341
1,blocks.25.conv2,0.045142028480768204
1,blocks.25.gate_conv,0.00575382262468338
1,blocks.26.conv1,0.042286086827516556
1,blocks.26.conv2,0.04542205110192299
1,blocks.26.gate_conv,0.006305290386080742
1,blocks.27.conv1,0.043370429426431656
1,blocks.27.conv2,0.04207885265350342
1,blocks.27.gate_conv,0.005477121099829674
1,blocks.28.conv1,0.04628736153244972
1,blocks.28.conv2,0.04379957541823387
1,blocks.28.gate_conv,0.0056745498441159725
1,blocks.29.conv1,0.04201991483569145
1,blocks.29.conv2,0.04409337788820267
1,blocks.29.gate_conv,0.007231667637825012
1,blocks.30.conv1,0.04236778989434242
1,blocks.30.conv2,0.04398966208100319
1,blocks.30.gate_conv,0.007451893761754036
1,blocks.31.conv1,0.04136687517166138
1,blocks.31.conv2,0.03965511918067932
1,blocks.31.gate_conv,0.006426194217056036
1,blocks.32.conv1,0.03914843872189522
1,blocks.32.conv2,0.04088423773646355
1,blocks.32.gate_conv,0.006285485811531544
1,blocks.33.conv1,0.04136805608868599
1,blocks.33.conv2,0.04212227091193199
1,blocks.33.gate_conv,0.0063186041079461575
1,blocks.34.conv1,0.04053763672709465
1,blocks.34.conv2,0.0357171855866909
1,blocks.34.gate_conv,0.007398280780762434
1,blocks.35.conv1,0.038592539727687836
1,blocks.35.conv2,0.03781710937619209
1,blocks.35.gate_conv,0.00615822896361351
1,blocks.36.conv1,0.04106801375746727
1,blocks.36.conv2,0.039366479963064194
1,blocks.36.gate_conv,0.006413467228412628
1,blocks.37.conv1,0.03930257260799408
1,blocks.37.conv2,0.03835388273000717
1,blocks.37.gate_conv,0.0068185473792254925
1,blocks.38.conv1,0.04545699432492256
1,blocks.38.conv2,0.03970032557845116
1,blocks.38.gate_conv,0.007000689394772053
1,blocks.39.conv1,0.03818443417549133
1,blocks.39.conv2,0.036168575286865234
1,blocks.39.gate_conv,0.007397773209959269
1,blocks.40.conv1,0.03298381343483925
1,blocks.40.conv2,0.03946629911661148
1,blocks.40.gate_conv,0.008088412694633007
1,blocks.41.conv1,0.03924829512834549
1,blocks.41.conv2,0.04197840392589569
1,blocks.41.gate_conv,0.00674931425601244
1,blocks.42.conv1,0.03791802376508713
1,blocks.42.conv2,0.04018913581967354
1,blocks.42.gate_conv,0.007488307077437639
1,blocks.43.conv1,0.03740529716014862
1,blocks.43.conv2,0.042364515364170074
1,blocks.43.gate_conv,0.007502876687794924
1,blocks.44.conv1,0.03054097108542919
1,blocks.44.conv2,0.03964928537607193
1,blocks.44.gate_conv,0.009594772942364216
1,blocks.45.conv1,0.037486691027879715
1,blocks.45.conv2,0.038311127573251724
1,blocks.45.gate_conv,0.00719309039413929
1,blocks.46.conv1,0.034315433353185654
1,blocks.46.conv2,0.041958943009376526
1,blocks.46.gate_conv,0.007366729900240898
1,blocks.47.conv1,0.03597808629274368
1,blocks.47.conv2,0.036527082324028015
1,blocks.47.gate_conv,0.008519583381712437
1,blocks.48.conv1,0.038496147841215134
1,blocks.48.conv2,0.03824002295732498
1,blocks.48.gate_conv,0.007299833931028843
1,blocks.49.conv1,0.03568444401025772
1,blocks.49.conv2,0.041455190628767014
1,blocks.49.gate_conv,0.008732489310204983
1,mean_conv2d_grad_norm,0.04855231152205969
2,stem.0,0.7313724160194397
2,blocks.0.conv1,0.5810750722885132
2,blocks.0.conv2,0.5877796411514282
2,blocks.0.gate_conv,0.01461832132190466
2,blocks.1.conv1,0.47624093294143677
2,blocks.1.conv2,0.4616432785987854
2,blocks.1.gate_conv,0.016851918771862984
2,blocks.2.conv1,0.362399697303772
2,blocks.2.conv2,0.37519994378089905
2,blocks.2.gate_conv,0.03770371526479721
2,blocks.3.conv1,0.2798103988170624
2,blocks.3.conv2,0.2810348868370056
2,blocks.3.gate_conv,0.029983937740325928
2,blocks.4.conv1,0.21821774542331696
2,blocks.4.conv2,0.24978017807006836
2,blocks.4.gate_conv,0.02043335698544979
2,blocks.5.conv1,0.2301037460565567
2,blocks.5.conv2,0.20168325304985046
2,blocks.5.gate_conv,0.023788975551724434
2,blocks.6.conv1,0.19657573103904724
2,blocks.6.conv2,0.2015209197998047
2,blocks.6.gate_conv,0.046714723110198975
2,blocks.7.conv1,0.17107491195201874
2,blocks.7.conv2,0.1589062511920929
2,blocks.7.gate_conv,0.042161181569099426
2,blocks.8.conv1,0.15791895985603333
2,blocks.8.conv2,0.1820748746395111
2,blocks.8.gate_conv,0.03343290463089943
2,blocks.9.conv1,0.1405274122953415
2,blocks.9.conv2,0.13627561926841736
2,blocks.9.gate_conv,0.012597287073731422
2,blocks.10.conv1,0.12166310846805573
2,blocks.10.conv2,0.12765730917453766
2,blocks.10.gate_conv,0.01610516756772995
2,blocks.11.conv1,0.12382800132036209
2,blocks.11.conv2,0.12047835439443588
2,blocks.11.gate_conv,0.02210877276957035
2,blocks.12.conv1,0.11622366309165955
2,blocks.12.conv2,0.13455474376678467
2,blocks.12.gate_conv,0.01373900193721056
2,blocks.13.conv1,0.12478179484605789
2,blocks.13.conv2,0.14034515619277954
2,blocks.13.gate_conv,0.015298809856176376
2,blocks.14.conv1,0.11801663786172867
2,blocks.14.conv2,0.13967429101467133
2,blocks.14.gate_conv,0.023521285504102707
2,blocks.15.conv1,0.11131467670202255
2,blocks.15.conv2,0.1075688898563385
2,blocks.15.gate_conv,0.02191946841776371
2,blocks.16.conv1,0.10971268266439438
2,blocks.16.conv2,0.12739960849285126
2,blocks.16.gate_conv,0.011907809413969517
2,blocks.17.conv1,0.10032100975513458
2,blocks.17.conv2,0.09465895593166351
2,blocks.17.gate_conv,0.01474619098007679
2,blocks.18.conv1,0.10114680975675583
2,blocks.18.conv2,0.11175032705068588
2,blocks.18.gate_conv,0.008339881896972656
2,blocks.19.conv1,0.1369197964668274
2,blocks.19.conv2,0.12230467051267624
2,blocks.19.gate_conv,0.03057611547410488
2,blocks.20.conv1,0.12723082304000854
2,blocks.20.conv2,0.10115105658769608
2,blocks.20.gate_conv,0.02018924430012703
2,blocks.21.conv1,0.09801613539457321
2,blocks.21.conv2,0.09962639957666397
2,blocks.21.gate_conv,0.011062930338084698
2,blocks.22.conv1,0.13235461711883545
2,blocks.22.conv2,0.11173371225595474
2,blocks.22.gate_conv,0.019591981545090675
2,blocks.23.conv1,0.10501464456319809
2,blocks.23.conv2,0.09704103320837021
2,blocks.23.gate_conv,0.01366683654487133
2,blocks.24.conv1,0.0924677774310112
2,blocks.24.conv2,0.09606653451919556
2,blocks.24.gate_conv,0.014931255020201206
2,blocks.25.conv1,0.13286101818084717
2,blocks.25.conv2,0.13495710492134094
2,blocks.25.gate_conv,0.012982274405658245
2,blocks.26.conv1,0.10943420976400375
2,blocks.26.conv2,0.10928284376859665
2,blocks.26.gate_conv,0.012986702844500542
2,blocks.27.conv1,0.13489875197410583
2,blocks.27.conv2,0.09372135996818542
2,blocks.27.gate_conv,0.020698420703411102
2,blocks.28.conv1,0.1005098894238472
2,blocks.28.conv2,0.09663289040327072
2,blocks.28.gate_conv,0.01827559806406498
2,blocks.29.conv1,0.11002147942781448
2,blocks.29.conv2,0.11144105345010757
2,blocks.29.gate_conv,0.018333151936531067
2,blocks.30.conv1,0.09996135532855988
2,blocks.30.conv2,0.09159787744283676
2,blocks.30.gate_conv,0.02277343161404133
2,blocks.31.conv1,0.10711698979139328
2,blocks.31.conv2,0.11065254360437393
2,blocks.31.gate_conv,0.010724789462983608
2,blocks.32.conv1,0.10203251242637634
2,blocks.32.conv2,0.10378274321556091
2,blocks.32.gate_conv,0.023064127191901207
2,blocks.33.conv1,0.11797736585140228
2,blocks.33.conv2,0.12226554751396179
2,blocks.33.gate_conv,0.01418579276651144
2,blocks.34.conv1,0.1260509490966797
2,blocks.34.conv2,0.09651249647140503
2,blocks.34.gate_conv,0.021655425429344177
2,blocks.35.conv1,0.1208510771393776
2,blocks.35.conv2,0.11798587441444397
2,blocks.35.gate_conv,0.016931915655732155
2,blocks.36.conv1,0.13052649796009064
2,blocks.36.conv2,0.15276633203029633
2,blocks.36.gate_conv,0.025146376341581345
2,blocks.37.conv1,0.10054995119571686
2,blocks.37.conv2,0.10852961987257004
2,blocks.37.gate_conv,0.02607041411101818
2,blocks.38.conv1,0.10797025263309479
2,blocks.38.conv2,0.12460009008646011
2,blocks.38.gate_conv,0.025560567155480385
2,blocks.39.conv1,0.1473497599363327
2,blocks.39.conv2,0.16502612829208374
2,blocks.39.gate_conv,0.028089068830013275
2,blocks.40.conv1,0.11213137954473495
2,blocks.40.conv2,0.12051128596067429
2,blocks.40.gate_conv,0.035803165286779404
2,blocks.41.conv1,0.15638919174671173
2,blocks.41.conv2,0.1567453145980835
2,blocks.41.gate_conv,0.022059934213757515
2,blocks.42.conv1,0.12223346531391144
2,blocks.42.conv2,0.129776269197464
2,blocks.42.gate_conv,0.026868531480431557
2,blocks.43.conv1,0.1202387884259224
2,blocks.43.conv2,0.1424383819103241
2,blocks.43.gate_conv,0.028228148818016052
2,blocks.44.conv1,0.13145259022712708
2,blocks.44.conv2,0.14030249416828156
2,blocks.44.gate_conv,0.046307068318128586
2,blocks.45.conv1,0.15552304685115814
2,blocks.45.conv2,0.16829025745391846
2,blocks.45.gate_conv,0.02821587584912777
2,blocks.46.conv1,0.1396155208349228
2,blocks.46.conv2,0.16357743740081787
2,blocks.46.gate_conv,0.04735223203897476
2,blocks.47.conv1,0.1436351090669632
2,blocks.47.conv2,0.14757271111011505
2,blocks.47.gate_conv,0.032892726361751556
2,blocks.48.conv1,0.15459664165973663
2,blocks.48.conv2,0.15869174897670746
2,blocks.48.gate_conv,0.0629841759800911
2,blocks.49.conv1,0.13809296488761902
2,blocks.49.conv2,0.15657860040664673
2,blocks.49.gate_conv,0.07462422549724579
2,mean_conv2d_grad_norm,0.11534638457394988
3,stem.0,0.5040284395217896
3,blocks.0.conv1,0.4017832577228546
3,blocks.0.conv2,0.4029011130332947
3,blocks.0.gate_conv,0.010315602645277977
3,blocks.1.conv1,0.35792413353919983
3,blocks.1.conv2,0.34367844462394714
3,blocks.1.gate_conv,0.01421330776065588
3,blocks.2.conv1,0.3248782157897949
3,blocks.2.conv2,0.33234894275665283
3,blocks.2.gate_conv,0.022337958216667175
3,blocks.3.conv1,0.2708318829536438
3,blocks.3.conv2,0.26659324765205383
3,blocks.3.gate_conv,0.02470533922314644
3,blocks.4.conv1,0.20272144675254822
3,blocks.4.conv2,0.19224315881729126
3,blocks.4.gate_conv,0.027662914246320724
3,blocks.5.conv1,0.17676524817943573
3,blocks.5.conv2,0.16457608342170715
3,blocks.5.gate_conv,0.02122676372528076
3,blocks.6.conv1,0.12250195443630219
3,blocks.6.conv2,0.1252216398715973
3,blocks.6.gate_conv,0.018585722893476486
3,blocks.7.conv1,0.14977122843265533
3,blocks.7.conv2,0.1780683994293213
3,blocks.7.gate_conv,0.015359320677816868
3,blocks.8.conv1,0.15562430024147034
3,blocks.8.conv2,0.15068912506103516
3,blocks.8.gate_conv,0.011549124494194984
3,blocks.9.conv1,0.149158775806427
3,blocks.9.conv2,0.143046036362648
3,blocks.9.gate_conv,0.009087981656193733
3,blocks.10.conv1,0.12651760876178741
3,blocks.10.conv2,0.12701262533664703
3,blocks.10.gate_conv,0.010610422119498253
3,blocks.11.conv1,0.14087513089179993
3,blocks.11.conv2,0.1318046748638153
3,blocks.11.gate_conv,0.00981901865452528
3,blocks.12.conv1,0.12399593740701675
3,blocks.12.conv2,0.11404234915971756
3,blocks.12.gate_conv,0.009066348895430565
3,blocks.13.conv1,0.10295490175485611
3,blocks.13.conv2,0.12754319608211517
3,blocks.13.gate_conv,0.011566299013793468
3,blocks.14.conv1,0.1277928650379181
3,blocks.14.conv2,0.1268443614244461
3,blocks.14.gate_conv,0.010852351784706116
3,blocks.15.conv1,0.13903386890888214
3,blocks.15.conv2,0.12353140115737915
3,blocks.15.gate_conv,0.006162548903375864
3,blocks.16.conv1,0.09158246219158173
3,blocks.16.conv2,0.1056242510676384
3,blocks.16.gate_conv,0.02155250497162342
3,blocks.17.conv1,0.12004294991493225
3,blocks.17.conv2,0.10136698186397552
3,blocks.17.gate_conv,0.012241756543517113
3,blocks.18.conv1,0.1086905226111412
3,blocks.18.conv2,0.1185527965426445
3,blocks.18.gate_conv,0.004925596062093973
3,blocks.19.conv1,0.09416750818490982
3,blocks.19.conv2,0.09064619988203049
3,blocks.19.gate_conv,0.008425352163612843
3,blocks.20.conv1,0.11637335270643234
3,blocks.20.conv2,0.1010746955871582
3,blocks.20.gate_conv,0.005284927319735289
3,blocks.21.conv1,0.09319083392620087
3,blocks.21.conv2,0.09386232495307922
3,blocks.21.gate_conv,0.00556531036272645
3,blocks.22.conv1,0.107889823615551
3,blocks.22.conv2,0.10446171462535858
3,blocks.22.gate_conv,0.0062707518227398396
3,blocks.23.conv1,0.10383813083171844
3,blocks.23.conv2,0.09766454994678497
3,blocks.23.gate_conv,0.004117740783840418
3,blocks.24.conv1,0.09860467165708542
3,blocks.24.conv2,0.10004311054944992
3,blocks.24.gate_conv,0.006160024553537369
3,blocks.25.conv1,0.1287999302148819
3,blocks.25.conv2,0.12268105894327164
3,blocks.25.gate_conv,0.005906847305595875
3,blocks.26.conv1,0.11021735519170761
3,blocks.26.conv2,0.10996682196855545
3,blocks.26.gate_conv,0.0074597932398319244
3,blocks.27.conv1,0.1017828956246376
3,blocks.27.conv2,0.09690450131893158
3,blocks.27.gate_conv,0.003911691252142191
3,blocks.28.conv1,0.10848293453454971
3,blocks.28.conv2,0.10625404119491577
3,blocks.28.gate_conv,0.008842374198138714
3,blocks.29.conv1,0.1282825767993927
3,blocks.29.conv2,0.12055296450853348
3,blocks.29.gate_conv,0.008591326884925365
3,blocks.30.conv1,0.1307026445865631
3,blocks.30.conv2,0.10912288725376129
3,blocks.30.gate_conv,0.007476832251995802
